timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-21,（医）竹本会　竹本歯科医院,熊谷市筑波２―４８,埼玉県熊谷市筑波二丁目48,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027053&ir=03,na,医療法人 竹本会 (竹本 真理子),坂田 充穂,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",3|-|-,na,na,3|-|-,20.0,na,na,38,"歯科, 小児歯科"
2023-09-21,備前島歯科医院,熊谷市柿沼７１０－１,埼玉県熊谷市柿沼710-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027185&ir=03,na,備前島茂行,備前島茂行,na,na,na,na,['院内処方の有無(院内処方あり)'],na,na,na,1|-|-,na,na,0|-|-,1.9,na,na,38,"歯科, 小児歯科"
2023-09-21,町田歯科医院,熊谷市石原１３７３－６,埼玉県熊谷市石原1373-6,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027304&ir=03,na,町田 俊夫,町田 俊夫,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理","病院との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携",2|-|-,na,na,1|-|-,16,na,na,38,"歯科, 矯正歯科, 小児歯科"
2023-09-21,森歯科診療所,熊谷市鎌倉町３０,埼玉県熊谷市鎌倉町30,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027347&ir=03,na,森 哲也,森 哲也,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,往診（２４時間往診以外）,"病院との連携,診療所との連携,薬局との連携",3|-|-,na,na,2|-|-,25,na,na,38,"歯科, 小児歯科"
2023-09-21,佐々木歯科診療所,深谷市田中７６－２,埼玉県深谷市田中76-2,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027479&ir=03,na,佐々木初太郎,佐々木初太郎,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,薬局との連携",2|-|-,na,na,0|-|-,5,na,na,38,歯科
2023-09-21,（医）豊心会大濱歯科医院,深谷市東方町３－１９－１４,埼玉県深谷市東方町三丁目19-14,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027622&ir=03,na,大浜豊 (大浜豊),大浜豊,"歯科領域の一次診療,成人の歯科矯正治療,摂食機能障害の治療","顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",1|-|-,na,na,3|-|-,20,na,na,38,"歯科, 矯正歯科"
2023-09-21,スマイル歯科クリニック,深谷市上柴町西４－２－１４ アリオ深谷２Ｆ,埼玉県深谷市上柴町西四丁目2-14, ｱﾘｵ深谷2f,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027770&ir=03,na,医療法人裕徳会 (鳥海龍徳),鳥海龍徳,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,2.3|-|-,na,na,4.0|-|-,44.0,na,na,38,"歯科, 矯正歯科, 小児歯科"
2023-09-21,西島歯科クリニック,深谷市西島４－２－３３,埼玉県深谷市西島四丁目2-33,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027843&ir=03,na,高田 文義,高田 文義,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,2|-|-,na,na,0|-|-,2.2,na,na,38,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,のざわ歯科医院,深谷市西島町３－１４－１１,埼玉県深谷市西島町三丁目14-11,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027860&ir=03,na,野澤恵実,野澤恵実,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導",na,2|-|-,na,na,6|-|-,50,na,na,38,"歯科, 矯正歯科, 小児歯科"
2023-09-21,福島歯科医院,深谷市常盤町５６－５,埼玉県深谷市常盤町56-5,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027908&ir=03,na,福島康裕,福島康裕,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,3|-|-,20,na,na,38,歯科
2023-09-21,吉田歯科医院,大里郡寄居町末野６５６－１,埼玉県大里郡寄居町大字末野656-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11028149&ir=03,na,吉田豊利,吉田豊利,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携,訪問看護ステーションとの連携",1.6|-|-,na,na,1.0|-|-,15.0,na,na,39,歯科
2023-09-21,石岡歯科医院,行田市棚田町１丁目６番１６号,埼玉県行田市棚田町一丁目6-16,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11029676&ir=03,na,石岡 克司,石岡 克司,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1.0|-|-,na,na,0|-|-,19.3,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,すみれ歯科医院,羽生市藤井上組１０１３－８,埼玉県羽生市大字藤井上組1013-8,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11030542&ir=03,na,齋藤慶之,斉藤慶之,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,2|-|-,na,na,2|-|-,30,na,na,39,"小児歯科, 歯科"
2023-09-21,野口歯科クリニック,春日部市牛島１５６８,埼玉県春日部市牛島1568,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11032391&ir=03,na,野口 直樹,野口 直樹,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,2|-|-,na,na,4|-|-,30,na,na,39,歯科
2023-09-21,小林デンタルクリニック,久喜市久喜中央１丁目９－５０,埼玉県久喜市久喜中央一丁目9-50,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11034769&ir=03,na,小林勤,小林勤,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(音声による情報の伝達)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,診療所との連携,1|-|-,na,na,1|-|-,30,na,na,39,"歯科, 矯正歯科, 小児歯科"
2023-09-21,医療法人社団橘田歯科医院,さいたま市浦和区前地３－２－２,埼玉県ｻｲﾀﾏ市浦和区前地三丁目2-2,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11051345&ir=03,na,医療法人社団橘田歯科医院 (橘田 博純),橘田 博純,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,顎骨骨折治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,2.5|-|-,na,na,1.2|-|-,18.6,na,na,39,"歯科, 歯科口腔外科, 小児歯科, 矯正歯科"
2023-09-21,根岸歯科医院,川越市霞ケ関北１－２０－１,埼玉県川越市霞ｹ関北一丁目20-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11056932&ir=03,na,根岸 孝康,根岸 孝康,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,0|-|-,2.2,na,na,39,歯科
2023-09-21,神田歯科医院,上尾市原新町４－１,埼玉県上尾市原新町4-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11084553&ir=03,na,伊藤 公二,伊藤 公二,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,2|-|-,na,na,0|-|-,12,na,na,39,"歯科, 矯正歯科"
2023-09-21,こむろ歯科医院,北足立郡伊奈町小室５４９１－５,埼玉県北足立郡伊奈町大字小室5491-5,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11085142&ir=03,na,小島健一郎,小島健一郎,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,診療所との連携,1|-|-,na,na,3|-|-,20.2,na,na,39,"歯科, 小児歯科"
2023-09-21,岡野歯科医院,北本市本宿７－１７２,埼玉県北本市本宿七丁目172,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11085843&ir=03,na,岡野浩,岡野浩,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.0|-|-,na,na,1.0|-|-,14,na,na,39,歯科
2023-09-21,井坂歯科,北本市中央２－５９ 平井ビル２Ｆ,埼玉県北本市中央二丁目59, 平井ﾋﾞﾙ2f,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11085967&ir=03,na,井坂順治,井坂順治,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療",顎関節症治療,na,na,"['院内処方の有無(院内処方なし)', '障害者に対するサービス内容(施設内の情報の表示)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.0|-|-,na,na,1.0|-|-,17.2,na,na,39,"歯科, 小児歯科"
2023-09-21,大渕歯科医院,鴻巣市吹上本町２－５－３,埼玉県鴻巣市吹上本町二丁目5-3,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11086050&ir=03,na,大渕英市,大渕英市,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,['院内処方の有無(院内処方あり)'],na,歯科訪問診療,na,1.0|-|-,na,na,0|-|-,0,na,na,39,"歯科, 矯正歯科, 小児歯科"
2023-09-21,矢島歯科医院,鴻巣市筑波１－１０－２,埼玉県鴻巣市筑波一丁目10-2,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11086076&ir=03,na,矢島昭良,矢島昭良,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1.0|-|-,na,na,0|-|-,8.6,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,こいの歯科,鴻巣市新宿１－１５３,埼玉県鴻巣市新宿一丁目153,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11086149&ir=03,na,医療法人社団剛純会 (濃野 由美子),玉置 勝猛,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,20,na,na,39,歯科
2023-09-21,たかだ歯科医院,桶川市泉１－１－７佐野ビル２階,埼玉県桶川市泉一丁目1-7,佐野ﾋﾞﾙ2階,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11086211&ir=03,na,高田 誠,高田 誠,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,0.5|-|-,20,na,na,39,"歯科, 矯正歯科, 歯科口腔外科"
2023-09-21,落合歯科診療所,秩父郡長瀞町大字本野上１０８３－１２,埼玉県秩父郡長瀞町大字本野上1083-12,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11088966&ir=03,na,落合芳郎,落合芳郎,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方なし)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,na,1.0|-|-,na,na,0|-|-,8.3,na,na,39,歯科
2023-09-21,小泉歯科クリニック,草加市松原１－１－６ハーモネスタワーＡ棟 ３Ｆ,埼玉県草加市松原一丁目1-6,ﾊｰﾓﾈｽﾀﾜｰa棟 3f,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11095032&ir=03,na,小泉 歩,小泉 歩,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,車椅子等利用者用駐車施設の有無)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",4|-|-,na,na,5|-|-,50,na,na,39,"歯科, 矯正歯科, 小児歯科"
2023-09-21,松本歯科医院,三郷市彦成３－１１－１７－１０４,埼玉県三郷市彦成三丁目11-17-104,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11097531&ir=03,na,松本宏也,松本宏也,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.0|-|-,na,na,0.2|-|-,19.9,na,na,39,"歯科, 矯正歯科, 小児歯科"
2023-09-21,和戸堀部歯科医院,南埼玉郡宮代町和戸 ３－１－１,埼玉県南埼玉郡宮代町和戸三丁目1-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11099445&ir=03,na,堀部武男,堀部武男,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,2|-|-,20,na,na,39,歯科
2023-09-21,セントラル歯科,三郷市早稲田１－６－１７,埼玉県三郷市早稲田一丁目6-17,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11200243&ir=03,na,医療法人社団セントラル歯科 (大津法隆),大津法隆,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,0|-|-,33.8,na,na,39,"歯科, 小児歯科"
2023-09-21,おおば歯科医院,ふじみ野市緑ヶ丘２－３－１,埼玉県ﾌｼﾞﾐ野市緑ｹ丘二丁目3-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11204605&ir=03,na,大場 亮輔,大場 亮輔,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.2|-|-,na,na,0|-|-,20.0,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,草加ファミリー歯科　矯正歯科クリニック,草加市高砂１－３－２０,埼玉県草加市高砂一丁目3-20,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11206977&ir=03,na,小垣 佑一郎,小垣 佑一郎,"歯科領域の一次診療,成人の歯科矯正治療",口唇、舌若しくは口腔粘膜の炎症又は外傷の治療,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,25,na,na,39,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,ハローデンタルクリニック,飯能市岩沢２６６－２,埼玉県飯能市大字岩沢266-2,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11209720&ir=03,na,椎橋 照敏,椎橋 照敏,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1.0|-|-,na,na,2|-|-,30.7,na,na,39,"歯科, 小児歯科, 矯正歯科"
2023-09-21,医療法人　渡邊歯科口腔外科医院,秩父郡皆野町大字皆野１９７８－６,埼玉県秩父郡皆野町大字皆野1978-6,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11209941&ir=03,na,渡邊 英継 (渡邊 英継),渡邊英継,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療,摂食機能障害の治療","埋伏歯抜歯,顎関節症治療,顎変形症治療,顎骨骨折治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療,口腔領域の腫瘍の治療,唇顎口蓋裂治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(音声による情報の伝達)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診可能）,救急搬送診療,歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",2|-|-,na,na,3|-|-,40,na,na,39,"歯科, 歯科口腔外科"
2023-09-21,医療法人社団文蔵会　ごう歯科クリニック,鴻巣市市ノ縄字中耕地２９８番地１,埼玉県鴻巣市市ﾉ縄字中耕地298-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11211164&ir=03,na,医療法人社団文蔵会 (柏木 剛),柏木剛,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1.4|-|-,na,na,5|-|-,30,na,na,39,歯科
2023-09-21,たかなし歯科,児玉郡上里町嘉美５０６－３０,埼玉県児玉郡上里町大字嘉美506-30,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11211687&ir=03,na,高梨太誠,高梨太誠,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,0|-|-,10,na,na,39,"歯科, 歯科口腔外科"
2023-09-21,アイ・歯科クリニック,加須市栄１１００－５,埼玉県加須市栄1100-5,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11213817&ir=03,na,石川 学,石川 学,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診以外）,歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,居宅介護支援事業所との連携,薬局との連携",1|-|-,na,na,1|-|-,18,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,レガーレ　デンタル　クリニック,東松山市松山２２８０－１,埼玉県東松山市大字松山2280-1,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11216824&ir=03,na,松本 一真,松本 一真,"歯科領域の一次診療,成人の歯科矯正治療",顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",2.0|-|-,na,na,3.0|-|-,42.4,na,na,39,歯科
2023-09-21,すみれ歯科,富士見市鶴馬２６０９－１３ サンマリー鶴瀬１階,埼玉県富士見市大字鶴馬2609-13, ｻﾝﾏﾘｰ鶴瀬1階,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11220392&ir=03,na,長冨 啓樹,長冨 啓樹,"歯科領域の一次診療,摂食機能障害の治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,居宅介護支援事業所との連携",4|-|-,na,na,6|-|-,28,na,na,39,歯科
2023-09-21,鈴木歯科医院,三郷市新和４－２０８－２,埼玉県三郷市新和四丁目208-2,,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11220953&ir=03,na,鈴木 昌弘,鈴木 昌弘,歯科領域の一次診療,"埋伏歯抜歯,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1|-|-,na,na,0|-|-,20,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,医療法人社団泰尚会たいへい歯科,三郷市三郷 １－１－８ ポケットパークビル,埼玉県三郷市三郷一丁目1-8, ﾎﾟｹｯﾄﾊﾟ-ｸﾋﾞﾙ,2023年01月17日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11222344&ir=03,na,医療法人社団泰尚会 (小田 泰平),小田 泰平,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,診療所との連携,薬局との連携",3|-|-,na,na,8|-|-,60,na,na,39,"歯科, 小児歯科, 歯科口腔外科"
