timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-04,医療法人社団向日葵会 たんぼ歯科診療所,金沢市百坂町リ31番地57,石川県金沢市百坂町ﾘ31-57,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130137,医療法人,向日葵会,丹保 潤,"[歯科領域の一次診療, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,na,na,na,na,"[病院との連携, ]",2|-|-,1|-|-,na|-|-,5|-|-,55,36.610555,136.688651,23,"[歯科, 小児歯科, 歯科口腔外科, 審美歯科, ]"
2023-09-04,医療法人社団高嶺会津田歯科クリニック,金沢市千日町8-27,石川県金沢市千日町8-27,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130150,医療法人,高嶺会,院長 津田 文夫,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,35,36.561478,136.646646,24,"[歯科, ]"
2023-09-04,医療法人社団高澤歯科医院,羽咋市川原町チ117-1,石川県羽咋市川原町ﾁ117-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230007,医療法人,高澤歯科医院,高澤 直弘,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,33,36.895594,136.783438,24,"[歯科, 小児歯科, 口腔外科, ]"
2023-09-04,医療法人社団山岸歯科医院,羽咋郡志賀町高浜町ツ73-7,石川県羽咋郡志賀町高浜町ﾂ73-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230020,医療法人, 山岸歯科医院,山岸 幸雄,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,2|-|-,20,37.004682,136.779753,24,"[歯科, ]"
2023-09-04,医療法人社団山本歯科医院,金沢市円光寺2-3-1,石川県金沢市円光寺二丁目3-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130215,医療法人,山本歯科医院,山本 巌,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,28,36.533265,136.647354,24,"[歯科, ]"
2023-09-04,医療法人社団慈恵会中嶋歯科医院,金沢市東山三丁目5番10号,石川県金沢市東山三丁目5-10,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130057,医療法人,慈恵会中嶋歯科医院,中嶋 和久,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 薬局との連携, ]",3|-|-,na|-|-,na|-|-,3|-|-,30,36.576201,136.66517599999997,24,"[歯科, 口腔外科, ]"
2023-09-04,医療法人社団春風会 CLAIR DENTAL OFFICE,金沢市広岡1-7-1金沢駅西口ビル4階,石川県金沢市広岡一丁目7-1,金沢駅西口ﾋﾞﾙ4階,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130018,医療法人,春風会,森 洋介,"[歯科領域の一次診療, 無]","[顎変形症治療, 無]",na,na,na,na,na,"[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,20,36.5769931854233,136.64520800000002,24,"[歯科, 歯科口腔外科, ]"
2023-09-04,医療法人社団春風会南歯科医院,羽咋郡宝達志水町子浦は39番地,石川県羽咋郡宝達志水町子浦ﾊ39,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230025,医療法人,春風会,南 康英,"[歯科領域の一次診療, 無]","[顎変形症治療, 無]",na,na,"[スロープ, ]",na,na,"[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,20,36.867164,136.794074,24,"[歯科, 歯科口腔外科, 矯正歯科, ]"
2023-09-04,医療法人社団匠香林歯科・矯正歯科,金沢市広岡3-1-1金沢パークビル2階,石川県金沢市広岡三丁目1-1,金沢ﾊﾟ-ｸﾋﾞﾙ2階,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130016,医療法人, 匠,香林 正治,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,予約診療有：初診・再診,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,3|-|-,15,36.580026,136.64518,24,"[矯正歯科, 歯科, ]"
2023-09-04,医療法人社団小竹敏一歯科医院,金沢市松村1丁目282番地,石川県金沢市松村一丁目282,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130044,医療法人,小竹敏一歯科医院,小竹 敏一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,1|-|-,10,36.588168,136.615267,24,"[歯科, ]"
2023-09-04,医療法人社団善真会 沖野歯科医院,河北郡津幡町加賀爪ヌ51−1,石川県河北郡津幡町字加賀爪ﾇ51-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230003,医療法人,善真会,沖野 善則,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",3|-|-,2|-|-,na|-|-,3|-|-,50,36.668727,136.737181,24,"[歯科, 小児歯科, 口腔外科, 矯正歯科, ]"
2023-09-04,医療法人社団中山芳男歯科医院,金沢市三口新町3丁目5番1号,石川県金沢市三口新町三丁目5-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130106,医療法人,中山芳男歯科医院,中山 芳男,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,2|-|-,25,36.543855,136.678832,25,"[歯科, ]"
2023-09-04,医療法人社団豊歯会香林坊歯科クリニック,金沢市富樫2-1-20,石川県金沢市富樫二丁目1-20,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130213,医療法人, 豊歯会,永井 豊,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,4|-|-,30,36.537049,136.647643,25,"[歯科, ]"
2023-09-04,医療法人社団和田歯科医院,金沢市下新町6－12,石川県金沢市下新町6-12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130085,医療法人,和田歯科医院,和田 清聰,"[歯科領域の一次診療, 成人の歯科矯正治療, 唇顎口蓋裂の歯科矯正治療, 顎変形症の歯科矯正治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 顎変形症治療, na]",na,予約診療有：初診・再診,na,na,"[歯科訪問診療, ]","[病院との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,25,36.5715908,136.6636293,25,"[歯科, 矯正歯科, ]"
2023-09-04,医療法人社団和平歯科医院,金沢市木曳野1丁目187番地,石川県金沢市木曳野一丁目187,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130038,医療法人,和平歯科医院,宮森 和也,"[歯科領域の一次診療, 成人の歯科矯正治療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,2|-|-,na|-|-,na|-|-,5|-|-,37.8,36.6005665,136.60413819999997,25,"[歯科, 小児歯科, ]"
2023-09-04,井村歯科医院,金沢市松村1丁目360番地,石川県金沢市松村一丁目360,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130043,個人,井村 三雄,井村 三雄,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",na|-|-,na|-|-,na|-|-,na|-|-,na,36.589609,136.61443,25,"[歯科, ]"
2023-09-04,井東歯科医院,金沢市諸江町30番１号 アルプラザ金沢別館２階,石川県金沢市諸江町30-1, ｱﾙﾌﾟﾗｻﾞ金沢別館2階,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130006,個人,井東 克孝,井東 克孝,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,1|-|-,20,36.591454,136.644355,25,"[歯科, 小児歯科, 口腔外科, ]"
2023-09-04,井東歯科医院,金沢市大手町1番12号,石川県金沢市大手町1-12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130091,個人,井東 則文,井東 則文,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,18,36.569498,136.659341,25,"[歯科, ]"
2023-09-04,浦崎歯科医院,金沢市額新保1-366,石川県金沢市額新保一丁目366,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130199,個人,浦崎 裕之,浦崎 裕之,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,2|-|-,na|-|-,na|-|-,8|-|-,70,36.521638,136.615715,25,"[歯科, 矯正歯科, ]"
2023-09-04,塩村歯科クリニック,能美市辰口町509-1,石川県能美市辰口町509-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133058,個人,塩村 太,塩村 太,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,30,36.443009,136.546637,25,"[歯科, 小児歯科, ]"
2023-09-04,塩浜歯科医院,加賀市大聖寺荒町61-8,石川県加賀市大聖寺荒町61-8,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231003,個人,塩浜 敏夫,塩浜 敏夫,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,12,36.305546,136.313679,25,"[歯科, ]"
2023-09-04,奥谷歯科医院,白山市西米光町チ83番地4,石川県白山市西米光町ﾁ83-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130045,個人,奥谷 謙一郎,奥谷 謙一郎,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,35,36.49262,136.500825,26,"[歯科, 小児歯科, ]"
2023-09-04,奥田歯科医院,能美市浜開発町丁14番地の1,石川県能美市浜開発町丁14-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133049,個人,奥田 秀夫,奥田 秀夫,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,3,36.445758,136.45829,26,"[歯科, ]"
2023-09-04,岡安歯科医院,鹿島郡中能登町徳丸7部7番地,石川県鹿島郡中能登町徳丸7,部7,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130102,個人,岡安 麒一郎,院長 岡安 麒一郎,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,12,36.964830674248056,136.8697197718277,26,"[歯科, ]"
2023-09-04,岡村歯科医院,珠洲市正院町正院20-22,石川県珠洲市正院町正院20-22,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4230002,個人,岡村 茂英,岡村 茂英,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,20,37.445272,137.291953,26,"[歯科, ]"
2023-09-04,岡本歯科医院,金沢市粟崎町3丁目69番地,石川県金沢市粟崎町三丁目69,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130031,個人,岡本 博道,岡本 博道,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.626619,136.625583,26,"[歯科, ]"
2023-09-04,岡本歯科医院,金沢市北塚町西477番地,石川県金沢市北塚町西477,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130046,個人,岡本 吉平,岡本 吉平,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,25,36.569346,136.595049,26,"[歯科, ]"
2023-09-04,桶谷歯科医院,金沢市大額3－249,石川県金沢市大額三丁目249,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=263,個人,桶谷 文夫,桶谷 文夫,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.5130387,136.6247947,26,"[歯科, ]"
2023-09-04,加藤歯科医院,金沢市森山2-23-17,石川県金沢市森山二丁目23-17,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130061,個人,加藤 成俊,加藤 成俊,"[歯科領域の一次診療, 無]","[顎変形症治療, na]",na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",2|-|-,1|-|-,na|-|-,2|-|-,30,36.578568,136.664801,26,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,河崎歯科医院,金沢市森山1丁目17-22,石川県金沢市森山一丁目17-22,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130060,個人,河崎 滋,河崎 滋,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,2|-|-,na|-|-,na|-|-,na|-|-,18,36.575868,136.665746,26,"[歯科, ]"
2023-09-04,河村歯科医院,小松市河田町ヌ5番地１,石川県小松市河田町ﾇ5-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132009,個人,河村 衆平,河村 衆平,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 居宅介護支援事業所との連携, ]",1|-|-,1|-|-,na|-|-,1|-|-,30,36.415856,136.508287,26,"[歯科, ]"
2023-09-04,雅歯科医院,金沢市西念3丁目23番7号,石川県金沢市西念三丁目23-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130011,個人,藤元 毅,藤元 毅,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,2|-|-,35,36.589926,136.638835,27,"[歯科, 歯科口腔外科, 矯正歯科, 小児歯科, ]"
2023-09-04,外堀歯科医院,金沢市光が丘2-113,石川県金沢市光ｶﾞ丘二丁目113,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130194,個人,外堀 章司,外堀 章司,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,20,36.516782,136.628104,27,"[歯科, 小児歯科, ]"
2023-09-04,垣内歯科クリニック,金沢市福増町北1384番地,石川県金沢市福増町北1384,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130224,個人,垣内 一徳,垣内 一徳,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,"[診療所との連携, ]",1|-|-,na|-|-,na|-|-,4|-|-,35,36.564667051230614,136.5818366,27,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-04,笠間歯科医院,加賀市大聖寺耳聞山町103,石川県加賀市大聖寺耳聞山町103,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231001,個人,笠間 信博,笠間 信博,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.308339,136.315425,27,"[歯科, ]"
2023-09-04,舘歯科医院,七尾市神明町ロ部6番地5,石川県七尾市神明町ﾛ部6-5,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130016,個人,舘 範生,舘 範生,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,na|-|-,20,37.042487,136.965625,27,"[歯科, ]"
2023-09-04,丸山歯科医院,金沢市入江2丁目12番地,石川県金沢市入江二丁目12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130146,個人,丸山 利彦,丸山 利彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,1|-|-,22,36.565035,136.625429,27,"[歯科, 矯正歯科, 口腔外科, インプラント科, 小児歯科, ]"
2023-09-04,岩原歯科医院,羽咋市飯山町ト17,石川県羽咋市飯山町ﾄ17,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230002,個人,岩原 京子,岩原 京子,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,10,36.900869,136.824768,27,"[歯科, 小児歯科, 口腔外科, ]"
2023-09-04,菊池歯科医院,加賀市大聖寺弓町52番地,石川県加賀市大聖寺弓町52,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231002,個人,菊池 軌行,菊池 軌行,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,20,36.30635,136.317675,27,"[歯科, ]"
2023-09-04,吉光歯科医院,能美市粟生町ソ57,石川県能美市粟生町ｿ57,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133057,個人,吉光 啓司,吉光 啓司,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,25,36.456652,136.508193,27,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,吉田歯科医院,金沢市泉2丁目4番1号,石川県金沢市泉二丁目4-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130165,個人,吉田 昌弘,吉田 昌弘,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,1|-|-,13,36.548543,136.64332,27,"[歯科, ]"
2023-09-04,丘村歯科医院,金沢市平和町2丁目21番22号,石川県金沢市平和町二丁目21-22,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130188,個人,丘村 義人,丘村 義人,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,20,36.540252,136.665083,28,"[歯科, ]"
2023-09-04,久保歯科医院,加賀市山代温泉神明町64-1,石川県加賀市山代温泉神明町64-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231015,個人,久保 登,久保 登,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,na|-|-,30,36.294009,136.362645,28,"[歯科, 小児歯科, ]"
2023-09-04,宮田歯科クリニック,金沢市畝田西3丁目204番地,石川県金沢市畝田西三丁目204,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130039,個人,宮田 廣人,宮田 廣人,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,3|-|-,27,36.598051,136.608416,28,"[歯科, ]"
2023-09-04,宮田歯科室,金沢市疋田1丁目225番地,石川県金沢市疋田一丁目225,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130004,個人,宮田 英利,宮田 英利,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,30,36.601188,136.674082,28,"[歯科, 小児歯科, ]"
2023-09-04,宮本歯科医院,鳳珠郡能登町字笹川ロ部36番地2号,石川県鳳珠郡能登町字笹川ﾛ部36-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130024,個人,宮本 康一,宮本 康一,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 居宅介護支援事業所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,15,37.365077,137.097155,28,"[歯科, 小児歯科, ]"
2023-09-04,宮本歯科医院,金沢市芳斉2丁目11-16,石川県金沢市芳斉二丁目11-16,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130073,個人,宮本 一也,宮本 一也,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,na|-|-,na|-|-,na|-|-,na|-|-,na,36.572802,136.648751,28,"[歯科, ]"
2023-09-04,牛村歯科医院,小松市土居原町412,石川県小松市土居原町412,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132007,個人,牛村 章雄,牛村 章雄,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,20,36.404634,136.450917,28,"[歯科, ]"
2023-09-04,牛村歯科医院,金沢市長田1丁目5番45号,石川県金沢市長田一丁目5-45,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130021,個人,牛村 章,牛村 章,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,20,36.576055,136.64281,28,"[歯科, 小児歯科, ]"
2023-09-04,矯正歯科専門まつき矯正歯科クリニック,金沢市本町1-5-1リファーレ1F,石川県金沢市本町一丁目5-1,ﾘﾌｧ-ﾚ1f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130066,個人,松木 久哉,松木 久哉,"[歯科領域の一次診療, na]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,10,36.575788,136.651796,28,"[矯正歯科, ]"
2023-09-04,金沢けんろく矯正歯科,金沢市田上の里１丁目１０６番地１,石川県金沢市田上ﾉ里一丁目106-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=547,個人,眞舘 幸平,眞舘 幸平,na,na,na,予約診療有：初診・再診,na,na,na,na,2|-|-,na|-|-,na|-|-,1|-|-,na,36.54470,136.69166,28,"[矯正歯科, ]"
2023-09-04,金沢まごころ歯科,玉鉾4-26-2,玉鉾4-26-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=434,個人,岡野 正史,岡野 正史,"[歯科領域の一次診療, 成人の歯科矯正治療, 障害者の歯科治療, na]","[埋伏歯抜歯, 顎関節症治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,na,36.5716426,136.61659080000004,29,"[一般歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,金澤むさし総合歯科・矯正歯科クリニック,金沢市武蔵町1-14,石川県金沢市武蔵町1-14,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=362,医療法人,よつ葉会,吉田 薫,"[歯科領域の一次診療, 成人の歯科矯正治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,na,36.5709103,136.6546716,29,"[歯科, 矯正歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-04,駒谷歯科医院,加賀市山代温泉15-107番地,石川県加賀市山代温泉15-107,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231011,個人,駒谷圭亮,駒谷圭亮,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,15,36.2906464,136.3560124,29,"[歯科, ]"
2023-09-04,恵寿歯科,七尾市桜町92ー3,石川県七尾市桜町92-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130010,個人,神野 正巳,神野 正巳,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",2|-|-,1|-|-,na|-|-,2|-|-,50,37.050849,136.961499,29,"[歯科, 口腔外科, 矯正歯科, 小児歯科, ]"
2023-09-04,結城歯科医院,金沢市円光寺3丁目21番7号,石川県金沢市円光寺三丁目21-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130214,個人,結城 幸冶,結城 幸冶,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,35,36.534621,136.64642,29,"[歯科, ]"
2023-09-04,犬丸歯科医院,小松市芦田町1丁目7番地47号,石川県小松市芦田町一丁目7-47,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132006,個人,犬丸 幹夫,犬丸 幹夫,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,30,36.405387,136.444262,29,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,古谷歯科医院,小松市須天町1丁目54番地,石川県小松市須天町一丁目54,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132038,個人,古谷 健二,古谷 健二,"[歯科領域の一次診療, 無]",無,na,na,"[車椅子利用者用駐車場, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,15,36.389288,136.443011,29,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-04,戸代原歯科医院,七尾市塗師町2,石川県七尾市塗師町2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130018,個人,戸代原 安生,戸代原 安生,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,2|-|-,na|-|-,na|-|-,na|-|-,25,37.044456,136.96997,29,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,後藤歯科医院,小松市沖町ニ4-1,石川県小松市沖町ﾆ4-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132014,個人,後藤 長蔵,後藤 長蔵,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,0|-|-,20,36.39804700574038,136.4695018529892,29,"[歯科, ]"
2023-09-04,光谷歯科医院,加賀市片山津温泉井13の3,石川県加賀市片山津温泉井13-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231005,個人,光谷 正純,光谷 正純,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,1|-|-,na|-|-,1|-|-,20,36.342616,136.367886,29,"[歯科, 小児歯科, 矯正歯科, ]"
